utts	labels
I need lodging in Cambridge that has free parking. I don't need internet, though. What have you got?	find_hotel
I am looking for some help locating a moderately priced room.	find_hotel
Hello, I am planning a trip and need some information on a particular hotel.	find_hotel
I'm looking for a place to stay in Cambridge. It should include free wifi and be a 3 star. Can you help me please?	find_hotel
Yeah, I'm looking for a room. Do you offer anything in the southern part of town?	find_hotel
I'm looking for a cheap place to stay in the north, what kind of options can you give me?	find_hotel
I'm looking for a 4 star hotel with free wifi.	find_hotel
I'm looking for a hotel called Worth House.	find_hotel
Hello, I'm looking for information on a hotel called Hobsons House.	find_hotel
I am looking for a hotel called the leverton house.	find_hotel
I am hoping you can find a guesthouse in the north part of town for me.	find_hotel
Hi, I need a hotel with free wifi internet and a rating of 3 stars. What can you recommend?	find_hotel
I need a guesthouse, with free parking.	find_hotel
Hi, I'm looking for a hotel. I'm looking for something with zero stars, I'm kind of doing an irony thing.	find_hotel
I'm excited about my trip to Cambridge to sight see, and need a hotel while I'm there.	find_hotel
Do you think you might be able to recommend a nice guesthouse?	find_hotel
I want a place to stay. Find me a hotel that includes free parking.	find_hotel
I'd like to stay in a guesthouse that offers free parking.	find_hotel
I'm looking for information on 4-star rated guesthouses in Cambridge	find_hotel
I want to find a guesthouse to stay at in the north part of town.	find_hotel
I need a cheap place to stay in the centre	find_hotel
Hello, I'm looking for a gueshouse on the northside.	find_hotel
I am looking for a place to stay.	find_hotel
I am looking for a place to stay in the south part of town.	find_hotel
I am looking for a specific hotel.	find_hotel
Please see if you can find me a 3-star hotel on the East	find_hotel
HI, can you help me find a hotel on the north side of town please?	find_hotel
I need to know more about a hotel called home from home.	find_hotel
I am trying to locate a really nice guesthouse to take my wife to. Can you suggest any?	find_hotel
I want to find a place to stay with free wifi. It doesn't have to have free parking though.	find_hotel
Are there any 4-star guesthouses?	find_hotel
I'm looking for this particular hotel called carolina bed and breakfast	find_hotel
I'm looking for moderately priced rooms. I'm willing to pay for parking, though.	find_hotel
Hi there! I need a place to stay in Cambridge, and I'm wondering if you have any recommendations for good 2 star hotels in town?	find_hotel
I have to find a place to stay pretty quick. It has to have free wifi so I can work. Can you help me find something?	find_hotel
I am looking for kirkwood house.	find_hotel
I am looking for a moderately priced hotel that has free wifi.	find_hotel
I'm looking for a hotel in the south part of Cambridge that's in a moderate price range.	find_hotel
I'm looking for a place to stay in the center of town that has free wifi.	find_hotel
I am looking for a hotel called Avalon, can you help?	find_hotel
I need a place to stay in the east. Oh i need free parking, thank you.	find_hotel
I'm looking for a place to stay. It needs to be in the north but it doesn't have to have free parking.	find_hotel
i need a place to stay	find_hotel
I would like an expensive guesthouse, please.	find_hotel
Can I get information on 3 star hotels in the moderate price range?	find_hotel
Can you help me find a guesthouse that has 4 stars?	find_hotel
I am looking for a hotel with free parking.	find_hotel
I need help finding a guesthouse with a star rating of 3.	find_hotel
i need a place to stay	find_hotel
I am looking for information. Can you help me with a place to stay while I'm in town?	find_hotel
Where can I find the Express by Holiday Inn in Cambridge?	find_hotel
I'm planning a trip to Cambridge and will need a place to stay. I prefer a guesthouse with 3 stars and should include free wifi.	find_hotel
I need a place to stay in the west.	find_hotel
Hi! I'd like a hotel with a 4 star rating and free parking, please.	find_hotel
I need a place to stay in Cambridge that is rated 4 stars and has free wifi.	find_hotel
I'm looking for lodgings offering free wifi and free parking.	find_hotel
Hi, I'm looking for a hotel by the name of Acorn Guest House.	find_hotel
I need to find somewhere to stay in the south	find_hotel
I'm looking for a place to stay in the north side.	find_hotel
Please find me a hotel with free parking and free wifi.	find_hotel
i am looking for a place to stay. The hotel should have a star of 0 and should be in the cheap price range.	find_hotel
Yes I would like to stay in a guesthouse that is moderately priced.	find_hotel
Hi, I'm actually looking to stay at a luxury guesthouse.	find_hotel
I'm visiting cambridge and I need a place to stay. I'm looking for a 0 star guesthouse.	find_hotel
Are there any guesthouses with free parking?	find_hotel
Find a guesthouse hotel in Cambridge with free parking.	find_hotel
I'm in the south part of town and it's getting late. Can you tell me what local hotels there might be for me to stay at?	find_hotel
I'm looking for a particular hotel called the kirkwood house. Where is it, and what other information do you have about it?	find_hotel
i need a place to stay	find_hotel
I am looking for a moderately priced, 4 star hotel.	find_hotel
I'm looking for a hotel in the west area. It doesn't need to have free parking.	find_hotel
Hi, I am planning a trip for my family and could use some help with a place to stay.	find_hotel
Hello, I am looking for a place to stay that has 3 stars.	find_hotel
What can you tell me about the Lovell Lodge?	find_hotel
I need a place to stay please. A hotel would be great.	find_hotel
I'm looking to stay at a 4 star hotel that includes free parking.	find_hotel
I need a 5 star hotel to stay in that should be a guesthouse.	find_hotel
Hello, I am wondering if you can help me with some information on a hotel called city centre north b and b?	find_hotel
I'm looking for a hotel with one star rating and free parking, can you help me?	find_hotel
Can you help me find a moderately priced hotels that has Wifi?	find_hotel
I'm looking for a moderately priced hotel in town. Please give me the contact information for one.	find_hotel
I need a place to stay that has 4 stars.	find_hotel
I am looking for a 3 star hotel with free parking in Cambridge.	find_hotel
Hello, can you help me find a cheap guesthouse?	find_hotel
Hi, can you give me some information on places to stay for my upcoming trip?	find_hotel
I'm looking for a 4 Star hotel and it doesn't have to include internet.	find_hotel
Do you know much about hotels?	find_hotel
Can you find me a very nice hotel in the west? Money is not an issue.	find_hotel
Can you help me find a place to stay in the north that includes free wifi?	find_hotel
Hello! I am looking for a play stay, I would like it in the expensive range and to stay in the north	find_hotel
Are there any rooms available in hotels with free parking?	find_hotel
I'm looking to stay at a moderate priced place with free parking.	find_hotel
Hi, I'm looking a 4 star place to stay on the northside.	find_hotel
I need a place to stay that has 4 stars and includes free parking.	find_hotel
Could you help me find the Cambridge Belfry?	find_hotel
I'm looking for a hotel in the north to stay in. Can you help me?	find_hotel
Do you have directions to a guesthouse I can rent in the west of Cambridge?	find_hotel
Could you help me find a place to stay? I am looking for a hotel in the east part of town and it needs free wifi.	find_hotel
I need to find a 4 star hotel that also has free parking.	find_hotel
I'm looking for a 4-star place that's moderately priced.	find_hotel
I've heard about a hotel called Kirkwood House, but the only thing I know about it is the name. Can you tell me more?	find_hotel
Hello, I am looking for a four star hotel on the north side	find_hotel
Hi, I am planning a trip and need some information on a particular hotel.	find_hotel
I'm looking for a moderately priced hotel.	find_hotel
I am looking for a guesthouse to stay in when I visit next month.	find_hotel
I am looking for a pricey place to stay. Please help me if you can.	find_hotel
I would like to find a moderately priced hotel to stay in that includes free parking. Can you help me?	find_hotel
I am looking for information on the leverton house hotel	find_hotel
Hi, I need a hotel with wifi, please.	find_hotel
I need to find a hotel in the center with free wifi included in their rates.	find_hotel
I am looking for a guesthouse to stay in that offers free parking.	find_hotel
Im looking for a hotel with free parking and wifi please.	find_hotel
I need a cheap four star room.	find_hotel
I'm looking for the Huntingdon Marriott Hotel.	find_hotel
Can you help me find a place to stay? I want somewhere in the east.	find_hotel
I am looking for a place to stay. It should be in a moderate price range and should be a star of 3.	find_hotel
I am looking for a specific hotel	find_hotel
Hi I would like to find a place to stay that has a guesthouse and free parking.	find_hotel
i am looking for a place to stay. The hotel doesn't need to include internet and should include free parking.	find_hotel
Hi! I need a place to stay in the centre of town.	find_hotel
Hi, can you help me find a cheap hotel with free wifi? Thank you	find_hotel
i need a place to stay	find_hotel
I need a place to stay in the centre that includes free wifi.	find_hotel
I am looking for a good hotel in north Cambridge.	find_hotel
I'm looking for a decently priced guesthouse I can stay at for the day.	find_hotel
I want to find a place to stay in the cheap price range with free parking.	find_hotel
Hi, I'm looking for a place to stay in the centre.	find_hotel
i need a hotel with wifi in the north part of town	find_hotel
I'm visiting the area and want to stay at rosa's bed and breakfast.	find_hotel
I'm looking for a hotel that includes free wifi, but it doesn't need to have free parking.	find_hotel
I am looking for the Warkworth House hotel.	find_hotel
I am looking for a hotel called Hobsons House.	find_hotel
I'm looking for a hotel with free wifi.	find_hotel
I'm looking for a guesthouse with free parking.	find_hotel
I need place to stay in Cambridge. Want it cheap with 4 stars.	find_hotel
I am hoping you might be able to help me find a place to stay last minute. I am on a bit of a budget so I need something moderate.	find_hotel
I need a place to stay. A guesthouse would be great.	find_hotel
I need to find a place to stay that includes free wifi and doesn't need to have free parking.	find_hotel
Could you help me find a place to stay with free parking and free wifi?	find_hotel
Are there any 4-star places to stay that also have free wifi?	find_hotel
I am looking for a place to stay. The hotel should include free wifi and should be in the type of hotel	find_hotel
i need a place to stay	find_hotel
Hi, I need to find a hotel in north area that includes free wifi.	find_hotel
I need a guesthouse, free parking included.	find_hotel
Can you please help me find a cheap hotel to stay in that includes free wifi?	find_hotel
I am in the market to book a hotel tonight.	find_hotel
I would like more information on a hotel called cityroomz for my trip to Cambridge.	find_hotel
I need a place to stay, can you help?	find_hotel
I want to find a place to stay in the moderate price range. Parking doesn't need to be free.	find_hotel
i am looking for a place to stay. The hotel should be in the type of guesthouse and should be in the east.	find_hotel
I am looking for the acorn guest house.	find_hotel
I'm looking for lodgings that are moderately priced.	find_hotel
I'm looking for a cheap hotel on the east side of the city. Can you recommend anything?	find_hotel
I'm looking for a 4 star hotel. Can't wait to check out Cambridge.	find_hotel
Yeah, what can you tell me about Archway House?	find_hotel
Hi I am looking to get some information on autumn house hotel.	find_hotel
I am looking for a place to stay that is expensive, I am not worried if I pay to pay for parking.	find_hotel
Can you help me book a 1 star hotel that has free parking please?	find_hotel
Hi I am looking for a cheap hotel that has free parking. Are there any around town?	find_hotel
I want a place to stay. Find me a hotel that includes free parking.	find_hotel
I am looking for a cheap hotel in Cambridge.	find_hotel
Hi, can you help me find a 2 star hotel that has free wifi?	find_hotel
Can you find me a 3 star hotel with free wi-fi?	find_hotel
I could use some help finding a place to stay that is 4-star rated.	find_hotel
Can you help me find a room for when I visit next week?	find_hotel
What's a cheap place to stay that offers free parking?	find_hotel
I'm looking for a 4 star hotel, and it doesn't need to have free parking.	find_hotel
I am looking for a place to stay with free wifi and at least a 3 star rating.	find_hotel
i'm looking for rosa's bed and breakfast	find_hotel
Yes, I am looking for a hotel please. I would need free wifi and free parking.	find_hotel
I am looking for a place to stay with free wifi.	find_hotel
I'm looking for a place to stay in the centre of town with free parking.	find_hotel
Yes I am looking for a place to stay that has free wifi and is ranked by 4 stars.	find_hotel
I'm looking to get some information on the alpha-milton guest house	find_hotel
I am looking for a particular hotel. Its name is called worth house.	find_hotel
I need a guest house to stay in. What do you have?	find_hotel
I am looking for a place to stay. It should have free wifi and free parking.	find_hotel
Could you please find me somewhere to stay? I need a moderately priced hotel but I'm not fussy about parking	find_hotel
Hello, can you recommend a moderately-priced 4-star hotel, please?	find_hotel
Hi, I am planning a trip for my family and could use some help with a place to stay.	find_hotel
Hi. I am looking for information about a hotel called Home from home.	find_hotel
I would like the address to the Carolina Bed and Breakfast hotel in Cambridge.	find_hotel
I'm need a cheap place to stay that has free parking.	find_hotel
Hi, I am looking for a cheap 4-star hotel near local restaurants.	find_hotel
I need a place to stay in the south of town.	find_hotel
I'm looking for a guesthouse to stay in. I don't care about parking, though.	find_hotel
Hello, I am trying to find a hotel located in the west part of town. Any ideas?	find_hotel
Hi, I'm looking for a place to stay in the north part of town.	find_hotel
I'm looking for a place to stay that has a star of 4 and free parking.	find_hotel
Can you help me find a place to stay with free parking?	find_hotel
Good day. I'm headed into town and I need help finding a guesthouse that offers free wifi please	find_hotel
I need a place to stay that is cheap.	find_hotel
Could you give me some details for Carolina bed and breakfast?	find_hotel
i need a place to stay	find_hotel
I need a place to stay in the north that includes free wifi.	find_hotel
I am from out of the area and would love some help finding a room somewhere in the city.	find_hotel
Hi, I'm looking for a place to stay with free parking and zero stars.	find_hotel
I am trying to find the cityroomz hotel.	find_hotel
I need information on the Aylesbray Lodge Guest House, please.	find_hotel
I need information on the university arms hotel.	find_hotel
I need help finding a hotel called lovell lodge.	find_hotel
Do they have any cheap places to stay on the west side?	find_hotel
I am planning a trip and need help finding a place to stay.	find_hotel
Hi. I need to find a hotel, can you help me?	find_hotel
Hi! I'm looking for a cheap place with free wifi. What are my options?	find_hotel
I am looking for a moderately priced guesthouse.	find_hotel
Hi I am looking for a place to stay that has free parking and does not need to include wifi.	find_hotel
Have you ever heard of alexander bed and breakfast?	find_hotel
Could you recommend a local hotel with free parking?	find_hotel
Hi, could you find me a guesthouse that includes wifi?	find_hotel
I'm looking for a place to stay in the north part of town.	find_hotel
Yes, can you help me with some information on a place to stay?	find_hotel
I am looking for a place to stay with a 3 star rating.	find_hotel
Hi, I'm looking for an expensive hotel in the south of town.	find_hotel
Hi! I would like to find a hotel to stay in. I don't care about the parking.	find_hotel
Can you help me find a cheap hotel?	find_hotel
I need to find a moderately priced place to stay, with free parking.	find_hotel
Finches Bed and Breakfast was recommended to me highly. Could you help me find it?	find_hotel
I need to find a hotel with free parking and wifi that is close to local restaurants.	find_hotel
I am looking for a 4 star guesthouse in Cambridge.	find_hotel
Hello, I'm looking for a 4 star guesthouse in the center of town for 3 people and 4 nights. I'd like wifi and free parking too.	find_hotel
Hi. Can you help me find an east hotel?	find_hotel
I need a hotel that includes free parking please.	find_hotel
I am looking a hotel to stay in. Could you find me one on the more expensive side? But it doesn't need free parking.	find_hotel
I need information on the home from home hotel.	find_hotel
I need a four star hotel.	find_hotel
I need some information on the Carolina Bed and Breakfast. Can you help me with that?	find_hotel
I am looking for a place to stay. The hotel should be in the west and should be in the cheap price range	find_hotel
Hi, I'm looking for a hotel called finches? It's a bed and breakfast.	find_hotel
I'm looking for a specific hotel. Can you help me?	find_hotel
I've heard some buzz about the Hamilton Lodge. Can you tell me about it?	find_hotel
I would like to stay in a 4 star rated guesthouse.	find_hotel
I'm looking for cheap lodgings.	find_hotel
I am looking for a hotel called huntingdon marriott hotel.	find_hotel
Is there a place to stay in the east part of town with free parking?	find_hotel
Hi, I'd like to stay at the warkworth house please.	find_hotel
I sure could use a nice hotel to stay in. Can you find me one in the east? I don't need free WiFi.	find_hotel
I'm in the midst of planning my trip to Cambridge and need help finding a guesthouse that offers free wifi	find_hotel
I'm looking for a 3 star place to stay that includes free parking.	find_hotel
I'm looking for a 4 star hotel with free wifi.	find_hotel
Hi, I am looking for a nice hotel to stay in. I would like it to include free parking. Internet access is not necessary.	find_hotel
I need a cheap place to stay in the centre of town, please.	find_hotel
Can you find me a moderately priced hotel?	find_hotel
Hello, can you recommend a 0-star hotel with free WiFi, please?	find_hotel
Hi! I've heard of a great hotel called Hobsons House and I'd like to stay there. Can you help me locate it?	find_hotel
I'm hoping to find a moderately priced place to stay.	find_hotel
Can you help me find Arbury Lodge Guesthouse? Thanks.	find_hotel
I'm looking for a moderately priced 4 star hotel.	find_hotel
I need a cheap place to stay	find_hotel
Hi. Could you help me with finding a hotel?	find_hotel
Can you search for a guesthouse that includes free wifi?	find_hotel
Good evening. I'm kind of in a situation. The hotel I had planned to stay was overbooked and I need to find me a room pretty quickly. Can you help?	find_hotel
Hi there, can you help me with my trip planning? I am trying to find a good place to stay.	find_hotel
I need a place to stay that has free wifi.	find_hotel
Hello, I'm looking for a hotel named cityroomz. Can you provide me information about it please?	find_hotel
I need a hotel with a star of 4 that offers free wi-fi.	find_hotel
While on my trip to Cambridge I need a hotel, and it is not important for it to have internet.	find_hotel
I am looking for a five star guesthouse to stay in.	find_hotel
What is the closest four star hotel with free wifi?	find_hotel
I'm looking for a place to stay. Can you help me find a hotel?	find_hotel
I'm looking to find a guesthouse with free wifi for the night.	find_hotel
I am looking got a hotel near the centre and I need to it have free wifi.	find_hotel
Well, I am planning a trip and could use some help with a place to stay.	find_hotel
Can you help me find a guesthouse that offers free wifi?	find_hotel
Hello, I'm looking for a hotel in the centre, can you help me.	find_hotel
Hello, can you give me information about the hotel Express by Holiday Inn Cambridge, please?	find_hotel
Hi, I'm looking for a 4 star place to stay.	find_hotel
I am looking for a place to stay with free wifi and a 0 star rating.	find_hotel
Can you help me find a place to stay in the east? It does not need to include internet.	find_hotel
I'm looking for a place to stay with free wifi. Find me a hotel like that with a star of 4.	find_hotel
I do need some information. I'm looking for a place to stay.	find_hotel
I'm looking for somewhere to stay in North Cambridge. I would like it to be a guesthouse	find_hotel
I am looking for a hotel in cambridge that includes free parking and wifi can you help?	find_hotel
I'm looking for a guesthouse that includes free parking.	find_hotel
Help me find a place to stay. I need a cheap hotel in the east.	find_hotel
Hi. I need help finding a hotel. Can you help me?	find_hotel
I'm looking for information on the Leverton House hotel.	find_hotel
Could you please be kind enough and get me information on the autumn house?	find_hotel
I'm trying to find more information on a particular hotel called the Alexander bed and breakfast.	find_hotel
Can you help me find a place to stay that is moderately priced and includes free parking?	find_hotel
I'm looking for a place to stay, can you book that?	find_hotel
"I am looking for a hotel named,""the lensfield hotel""."	find_hotel
I need a hotel in Cambridge that is a 4 star and has WiFi	find_hotel
Hi, I'm looking for a place to stay in the north side. Can you recommend anything with at least 2 stars?	find_hotel
Hello, I need to find a cheap hotel that has free parking in Cambridge	find_hotel
I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking	find_hotel
i'm looking for a moderately priced hotel that includes free wifi.	find_hotel
Hi, can you help me find a guesthouse to stay at?	find_hotel
I'd like to find a 4 star guesthouse, please.	find_hotel
I am looking for a hotel in the Cambridge area called the limehouse.	find_hotel
I am looking for a place to stay. The hotel doesn't need to have free parking and should have a star of 4	find_hotel
I need to find a place to stay while in Cambridge, I do not need it to have internet but I do need it to have free parking.	find_hotel
I need to find a moderately priced condo style hotel in Cambridge that includes free parking.	find_hotel
I am looking to stay at a guesthouse with free wfii	find_hotel
I was looking for a hotel in the center of town that offers free parking.	find_hotel
I need a place to stay that includes free wifi and parking.	find_hotel
Can you help me find a hotel called Bridge Guest House?	find_hotel
I'm looking for the Avalon.	find_hotel
I am looking for 0 star lodging with free parking included	find_hotel
Hi, I'm looking for some information about Cambridge. Can you help me find a guesthouse to stay in? Money is no object!	find_hotel
I need to stay at an expensive hotel that has a 4 star rating. Can you help me?	find_hotel
I need a 4-star hotel.	find_hotel
Hi, how are you? Can you help me find an expensive place to stay that includes free wifi?	find_hotel
I am looking for a cheap place to stay in the centre of town.	find_hotel
I am looking for an expensive 4 star hotel.	find_hotel
I need a particular hotel called the Leverton House.	find_hotel
Hi, yes, I'm looking for a 4 star hotel to stay in. The only amenity it has to have is free wifi.	find_hotel
Could you book me a room at the Huntingdon Marriott Hotel for tomorrow?	find_hotel
Hi there! I need some information on the Hamilton Lodge, please.	find_hotel
Can you book a hotel room for me?	find_hotel
I need a hotel. It needs to be a three star and I don't need parking. Can you find me accommodations?	find_hotel
Can you help me find the hotel Worth House?	find_hotel
Hi! I am looking for a place to stay that has free wifi. The hotel doesn't have to have free parking but that would be nice.	find_hotel
I am looking for a hotel.	find_hotel
Hi there, can you help me with my trip planning? I am trying to find a good place to stay.	find_hotel
I'm looking for a moderately priced hotel to stay at that includes free wifi. Can you help?	find_hotel
I'm looking for a place to stay, in the north.	find_hotel
I'm looking for an economy hotel in the west.	find_hotel
I need a place to stay, preferably a guesthouse with free wifi	find_hotel
I would like to find a guesthouse to stay at with a 4 star rating.	find_hotel
I need a moderately-priced place to stay. I don't care about parking.	find_hotel
I am looking for a place to stay. The hotel should be in the cheap price range and should be in the east	find_hotel
I'm looking for a certain hotel, can you help me find it?	find_hotel
We are visiting cambridge for the first time and looking for a moderately priced place to stay for 5 nights that includes free parking. Any suggestions?	find_hotel
Can you tell me more information on the avalon?	find_hotel
i need a place to stay	find_hotel
Hi, I'm looking for a place to stay in the east with free wifi.	find_hotel
Hi, I'm trying to find a hotel to stay at. Can you help with that?	find_hotel
I am looking for information about the kirkwood hotel.	find_hotel
Hi. Can you help me find an east hotel?	find_hotel
I need a guesthouse.	find_hotel
I'm looking somewhere to stay with free wifi and free parking	find_hotel
I'm looking for a hotel called the Leverton house. Can you help me find it?	find_hotel
We need a hotel in the eastern part of the city which has free parking.	find_hotel
Can you give me some information on the Allenbell? It's a hotel.	find_hotel
Can you find me a spot to stay with free parking and a 4 star rating?	find_hotel
Can you help me find a guesthouse in the north?	find_hotel
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.	find_hotel
Howdy! I'm in town for the night and need a place to stay. I'd like a four star joint with free parking, if you please.	find_hotel
I'm looking for a guesthouse to stay in and I don't need a free parking.	find_hotel
I need to find a place to stay with free parking and wifi. What can you find for me?	find_hotel
Hello! I'm planning a trip to Cambridge and am interested in hearing about places to stay.	find_hotel
I'm looking for a place to stay that offers free wifi	find_hotel
Hello! I'm looking for a moderately priced place to stay in Cambridge. I'll need free parking.	find_hotel
i will be in cambridge and need a place to stay in the north. I hate internet.	find_hotel
I'm looking for a moderate priced place to stay in the south of town.	find_hotel
I need to book a room at alexander bed and breakfast and also what restaurants are near there ?	find_hotel
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.	find_hotel
Yes, I'm searching for a 4 star rated places to stay in town. It does not need to have any internet connection.	find_hotel
I'm looking for a hotel with free parking, can you help me out?	find_hotel
I an you find me a 0 star guesthouse to stay in.	find_hotel
Can you find the A & B Guesthouse?	find_hotel
Hello, are there any centrally located hotels in Cambridge with free parking?	find_hotel
Hello, I'm looking for a cheap place to stay. It doesn't need to have free parking.	find_hotel
I am looking for a particular hotel. Its name is called kirkwood house	find_hotel
I'm looking for a place to stay on the east side.	find_hotel
Hi, do you know of a hotel called finches bed and breakfast?	find_hotel
Yes, hello. I interested in finding a 0-star hotel in the centre please	find_hotel
I'm looking for a certain hotel someone recommended, I think it's called the Gonville?	find_hotel
Hi. I'm looking for a particular hotel if you could help me with that?	find_hotel
I'm looking for a guesthouse to stay in that includes free wi-fi.	find_hotel
Can you give me some information on the Worth House?	find_hotel
I'm looking for a place to stay with free wifi. Find me a hotel like that with a star of 4.	find_hotel
I need to find a moderate priced hotel to stay at.	find_hotel
Hi there, I'm looking for a middle-range hotel located in the south of Cambridge.	find_hotel
I'm looking for a place to stay on the south side of town that has free wifi.	find_hotel
Can you help me find a guesthouse with free wifi to stay at?	find_hotel
I'm looking for a moderately-priced place to stay.	find_hotel
Hi, I need a 4 star guesthouse hotel please.	find_hotel
Hello! I was hoping you could help me find a 0-star place with free wifi.	find_hotel
Hi there, I'm looking for a place to stay that has wi-fi and parking for free.	find_hotel
I'm looking for a hotel, I'm excited to see some tourist attractions so there needs to be free parking.	find_hotel
I want a hotel that has free parking.	find_hotel
I'm looking for a hotel in the moderate price range. I definitely want a hotel, not a guesthouse.	find_hotel
Can you help me find a place to stay in the moderate price range. It doesn't need parking.	find_hotel
I am looking to get a guesthouse with a 4 star rating in Cambridge please.	find_hotel
I'm looking for a guest house, please.	find_hotel
I am looking for a gueshouse to stay in during my visit. I would like for it to be in the east section of town.	find_hotel
I am looking for a hotel, the Alpha-Milton Guest House.	find_hotel
I'm looking to stay in a guesthouse in the east.	find_hotel
I want to find a cheap guesthouse to stay in.	find_hotel
I'm going to be in the north part of town next week. Can you help me find a place to stay?	find_hotel
i am looking for a hotel in Cambridge called the cambridge belfry	find_hotel
I need help finding a 4 star hotel	find_hotel
You can help me find a cheap hotel in Cambridge that includes free wifi.	find_hotel
Hi, I am planning a trip and looking for a place to stay. Can you help me with one?	find_hotel
I am looking for a place to stay. The hotel should have a star of 4 and should include free wifi	find_hotel
Can you find me a particular hotel please?	find_hotel
I need a place to stay with free wifi.	find_hotel
Hi, I am looking for a guesthouse that includes free parking. Do you have anything available?	find_hotel
I'm looking for information about a hotel in Cambridge called Warkworth House.	find_hotel
I need to find a place to stay in town	find_hotel
I am looking for moderately priced lodging with free wifi.	find_hotel
Hey! Looking for a hotel on the west side. Thanks!	find_hotel
I am looking for a place to stay in the north that includes free wifi.	find_hotel
I am looking for a moderate priced place to stay.	find_hotel
I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet	find_hotel
Can you help me find a 4 star hotel to stay at that has free wifi? Thanks.	find_hotel
I'm looking for a cheap hotel with free parking.	find_hotel
I am looking for a place to stay. Preferably a guesthouse with free parking included.	find_hotel
Can you help me locate a hotel to stay at that has free parking and a 4 star rating?	find_hotel
Can you please help me get information on cityroomz?	find_hotel
I'd like to find a guesthouse with free parking.	find_hotel
Could you help me find a place to stay? I am looking for a hotel with 3 stars and has a moderate price.	find_hotel
Yeah, what can you tell me about Archway House?	find_hotel
Hi, I am hoping to find a 4 star hotel room. Can you recommend one for me?	find_hotel
I need a hotel with free wifi but I don't need free parking.	find_hotel
can you find me a guest house that has free wifi in this town?	find_hotel
I am looking fot a hotel, Allenbell.	find_hotel
I am looking for a guesthouse to stay at that has a 4 star rating. Can you help me?	find_hotel
I am looking for a 4 star hotel with free parking.	find_hotel
I am looking for a guesthouse with free parking	find_hotel
Yes, can you help me with some information on a place to stay?	find_hotel
I'm looking for a hotel called the autumn house, can you give me some information about it?	find_hotel
I'm looking for a place to stay during my upcoming trip to Cambridge.	find_hotel
I would like to get information on the bridge guest house.	find_hotel
Hello. I am looking for a hotel, it should be in the cheap price range.	find_hotel
Can you find a 3 star hotel in the moderate price range?	find_hotel
Yes. I need a hotel with free parking. I would like it in the moderate price range.	find_hotel
Hi I am looking for a place to stay in the expensive price range.	find_hotel
I'm looking for a guesthouse to stay at that has a 4 star rating. Can you help?	find_hotel
I want to find an expensive guesthouse to stay at.	find_hotel
I need a hotel on the north side with free parking.	find_hotel
Hello, I'm looking for a guesthouse in the north of town.	find_hotel
Hello, I would like to find the el shaddai hotel. Can you help me?	find_hotel
Hi I'm looking to stay at a place with a 3 star rating that has free parking	find_hotel
Yes, I am searching for a hotel named the Aylesbray Lodge Guest House?	find_hotel
I'm looking for a hotel that's in the north side of Cambridge and it needs to have a moderate price.	find_hotel
I need a hotel in the north that also has free parking.	find_hotel
Could you help me with some information please? I am looking for a place to stay.	find_hotel
I am looking for a 4 star hotel with free wifi in the west side of town.	find_hotel
I am looking for a guesthouse that has free parking.	find_hotel
I'd like to stay in a guesthouse that offers free wifi.	find_hotel
I need a place to stay with free wifi.	find_hotel
I want to book a place to stay that is a 5 star hotel with free wifi.	find_hotel
Hello. I am looking for a hotel called gonville hotel.	find_hotel
I'm looking for a place to stay in the north side of town	find_hotel
Hi there. Can you tell me if you have any information on the Bridge Guest House?	find_hotel
Please help me find a guesthouse to stay in that has free wifi.	find_hotel
Hi, where can I find the Autumn House hotel?	find_hotel
Hi, I'm looking for a hotel called Leverton House.	find_hotel
I'm looking for a hotel to stay in. It should be located in the centre and should include free parking please.	find_hotel
I'm looking for some lodging. Are there any 3-star accommodations where you don't have to pay for parking?	find_hotel
I want the address to the Autumn House hotel in Cambridge.	find_hotel
I need a place to stay that has free wifi.	find_hotel
Can you recommend a place to stay that has free WiFi? I need something in the moderate price range.	find_hotel
Hi, I need a place to stay in the north that includes free wifi please.	find_hotel
i am looking for a place to stay. The hotel should include free parking and should have a star of 4.	find_hotel
Hello, I'm looking for a gueshouse on the northside.	find_hotel
I want to find some information about a hotel called alexander bed and breakfast.	find_hotel
I'm looking for a 4 star hotel in the north.	find_hotel
I'm looking for lodgings on the east side.	find_hotel
i need a place to stay that has free parking	find_hotel
I need to find a 4 star hotel that has moderate price.	find_hotel
I am looking for a moderately priced 4 star hotel.	find_hotel
I'm looking for a moderate priced place to stay in the north part of town	find_hotel
I need a hotel at the center of town to stay in	find_hotel
I'm trying to find a hotel called Worth House. Can you help me?	find_hotel
I'm looking for the hotel called Kirkwood House.	find_hotel
i want a place to stay in Cambridge the is moderate price no wifi	find_hotel
I need a place to stay. It needs to be a hotel that has free wifi.	find_hotel
Hi, I could sure use some help with my planning. I am looking for a particular hotel.	find_hotel
I am looking for a 4 star hotel that has free parking.	find_hotel
Yes I'd like to find a hotel with free parking and 5 star rating.	find_hotel
I need to book a place to stay with a star of 4. I don't need free parking.	find_hotel
I am looking for a five star hotel with free wifi.	find_hotel
Hello. I am looking for a hotel with free wifi and free parking.	find_hotel
I'm looking for a hotel called kirkwood house	find_hotel
